emp_no,birth_date,first_name,last_name,gender,hire_date
243820,1953-10-03,Chiranjit,Akaboshi,F,1985-04-17
243829,1955-02-13,Seongbae,Thiria,M,1985-09-12
243838,1954-10-16,Hailing,Selenyi,M,1985-07-17
243840,1953-12-29,Jiang,Lakshmanan,M,1987-04-17
243845,1955-05-31,Selwyn,Larfeldt,M,1986-07-19
243861,1953-08-24,Dipayan,Cannane,M,1985-12-10
243877,1954-05-11,Make,Kolvik,M,1987-12-20
243885,1952-08-15,Kirk,Bernardeschi,M,1985-10-18
243891,1955-10-07,Shan,Rodite,F,1988-02-26
243895,1955-02-17,Pranas,Serra,M,1987-04-19
243917,1954-02-07,Gill,Remmers,M,1985-08-10
243923,1952-08-04,Owen,Akiyama,F,1986-12-20
243931,1952-09-16,Sanjit,Miara,F,1986-11-05
243932,1954-07-31,Divier,Castellani,M,1985-11-28
243933,1954-05-28,Stepehn,Kabayashi,M,1985-04-06
243948,1955-09-04,Macha,Ducloy,F,1986-05-11
243950,1952-02-19,Lidong,Argence,M,1986-01-28
243958,1955-05-17,Dipayan,Leuchs,F,1985-12-14
243981,1954-03-27,Dipankar,Encarnacion,F,1987-10-31
243987,1952-10-18,Genki,Gyorkos,M,1985-03-30
244019,1953-10-11,Syozo,Fujisaki,M,1986-02-21
244021,1953-01-01,Sungwon,Taubenfeld,M,1988-06-29
244065,1952-07-11,Rutger,Georg,M,1985-09-02
244072,1955-03-24,Chiranjit,Demke,M,1988-10-19
244078,1954-04-18,Gurbir,Alblas,F,1988-03-03
244086,1955-05-29,Nitsan,Hiroyama,M,1986-06-19
244094,1953-10-07,Giordano,Ponthieu,M,1988-05-02
244113,1955-09-11,Navin,Terwilliger,M,1988-08-29
244117,1953-12-31,Dung,Chiodo,M,1988-10-23
244130,1955-01-27,Mingzeng,Swab,F,1985-04-02
244148,1953-07-18,Chikako,Heusch,M,1988-03-21
244172,1955-04-10,Karoline,Thibadeau,F,1986-01-30
244177,1955-09-20,Tzu,Champarnaud,M,1985-11-12
244187,1952-03-31,Gregory,Peng,M,1988-06-22
244188,1952-05-26,Yuping,Lanteri,M,1988-08-11
244196,1952-07-13,Leon,Flowers,M,1987-11-17
244204,1952-11-01,Masato,Prenel,M,1985-02-03
244205,1952-05-20,Conor,Hofting,F,1986-07-03
244229,1954-10-04,Kristina,Melichar,M,1985-05-06
244249,1952-04-13,Yifei,Schach,M,1987-06-23
244252,1953-08-21,Jeane,Sankaranarayanan,F,1985-07-06
244260,1952-11-23,Sangeeta,Mandelberg,F,1985-07-21
244269,1954-02-18,Eldridge,Lortz,M,1986-01-11
244271,1952-07-27,Shawna,Sundgren,F,1985-11-25
244273,1952-06-07,Fei,Raoux,M,1987-10-03
244279,1953-08-19,DeForest,Claffy,M,1985-05-31
244280,1954-02-19,Miyeon,Jiang,F,1988-12-18
244283,1953-04-10,Inderjeet,Manderick,M,1987-04-14
244286,1954-08-26,Manohar,Pettit,M,1985-05-03
244292,1952-12-08,Khedija,Anick,M,1987-05-13
244323,1954-01-10,Zhongwei,Emmerich,M,1987-08-08
244329,1952-09-08,Nobuyoshi,Stentiford,F,1986-04-25
244338,1952-04-19,Chuanti,Swick,M,1986-09-26
244341,1954-07-19,Frazer,Muchinsky,M,1988-03-05
244359,1953-04-16,Maria,McAffer,M,1985-10-15
244360,1955-02-19,Mountaz,Swiler,M,1987-01-06
244361,1952-09-28,Shuzo,Flasterstein,M,1988-11-30
244366,1952-10-28,Carrsten,Carrera,F,1985-07-29
244369,1954-11-12,Teiji,Penttonen,F,1988-12-17
244395,1953-04-11,Oldrich,McConalogue,M,1986-09-24
244402,1953-09-01,Xinan,Godskesen,F,1985-07-25
244437,1953-02-16,Yinlin,Rikino,M,1986-04-08
244454,1954-12-06,Akeno,Morrow,M,1985-10-26
244457,1953-05-22,Nobuyoshi,Gargeya,M,1985-08-25
244462,1955-01-30,Rafael,Heystek,M,1986-11-28
244524,1954-08-03,Mabhin,Monarch,F,1988-07-31
244539,1953-10-28,Aloys,Jumpertz,F,1988-04-18
244541,1952-04-15,Djenana,Zedlitz,F,1987-05-19
244566,1955-02-28,Jacopo,Soloway,M,1988-11-24
244579,1955-02-06,Sasan,Zhiwei,M,1988-04-14
244590,1952-06-05,Takanari,Azadmanesh,M,1988-06-04
244591,1955-05-13,Akemi,Sambasivam,M,1985-06-19
244603,1954-05-05,Yuichiro,Naudin,M,1985-04-06
244607,1953-07-27,Manton,Fetvedt,M,1988-11-14
244611,1952-12-31,Rosine,Stranks,M,1985-02-21
244614,1955-11-18,Vasilis,Matzel,M,1987-11-01
244619,1952-04-22,Suvo,Sabnani,M,1985-04-10
244630,1953-06-28,Supot,Range,F,1986-11-15
244638,1952-12-12,Takahira,Ghazalie,M,1985-05-30
244654,1954-12-07,Suzette,Katiyar,F,1988-11-16
244661,1955-11-02,Idoia,Parfitt,M,1986-06-02
244662,1953-09-07,Oddvar,Falco,M,1987-01-28
244664,1952-04-12,Hatim,Sgarro,M,1986-10-17
244671,1953-01-09,Chanjung,Staudhammer,F,1988-09-29
244673,1952-09-07,Kokou,Antonakopoulos,M,1987-03-24
244675,1955-04-20,Aloys,Barreiro,M,1987-07-18
244677,1954-05-20,Gift,Ruther,M,1986-07-23
244686,1953-07-10,Utz,Pietrzykowski,M,1985-08-20
244705,1952-02-14,Maha,Guerreiro,F,1988-08-12
244709,1954-12-30,Masato,Wendorf,F,1986-11-08
244731,1954-04-16,Paloma,Krichel,M,1987-07-16
244746,1955-07-20,Arvin,Chaudhuri,M,1986-12-10
244750,1955-07-16,Gaurav,Kamble,M,1988-10-17
244753,1953-07-25,Xumin,Lanteri,M,1986-07-17
244766,1953-02-24,Taizo,Kaltofen,M,1988-05-19
244773,1952-11-12,Mingdong,Zaiane,F,1985-05-24
244780,1955-08-25,Domenico,Itzfeldt,M,1988-12-18
244783,1953-01-11,Roddy,Pollock,M,1987-04-01
244784,1952-11-13,Aris,Matzen,F,1985-08-25
244787,1954-06-07,Rosalyn,Talmor,M,1986-05-28
244791,1954-06-06,Kauko,Olivero,M,1985-09-19
244813,1954-10-06,Rimli,Poupard,M,1988-03-11
244815,1954-12-02,Remko,Streit,M,1986-08-15
244836,1952-12-13,Tianruo,Cairo,F,1987-03-15
244860,1955-04-18,Florina,Salverda,F,1987-07-29
244863,1953-09-28,Mohit,Peres,M,1986-11-09
244877,1954-07-02,Jinxi,Montemayor,M,1987-08-09
244896,1953-05-24,Etsuo,Angiulli,M,1988-03-16
244911,1955-07-04,Xudong,Sanella,F,1985-03-22
244921,1954-07-27,Tru,Berendt,F,1988-06-03
244946,1955-12-30,Abdelghani,Lubachevsky,M,1985-10-04
244948,1954-10-14,Marsha,Masand,F,1987-12-14
244958,1952-04-29,Maja,Merks,M,1986-02-14
244964,1954-07-11,Aram,Hasenauer,F,1985-04-20
244982,1953-08-21,Sajjad,Wolniewicz,M,1988-05-06
244994,1954-10-01,Mingsen,Lambe,F,1985-03-28
245010,1955-05-04,Xiaoheng,Kabayashi,F,1985-03-07
245022,1955-12-15,Gen,Xiaoshan,M,1986-09-30
245051,1954-09-24,Taiji,Slaats,M,1985-09-19
245052,1954-02-18,Martina,Gruenwald,F,1987-03-30
245056,1952-03-24,Guoxiang,Leslie,F,1988-07-29
245062,1955-04-21,Jayesh,Cyne,M,1987-06-14
245064,1954-10-23,Achilleas,Dayana,F,1985-04-30
245065,1955-01-28,Ioana,Rosar,F,1988-04-14
245080,1954-01-29,Mari,Herber,F,1987-12-10
245096,1952-10-24,Xiadong,Azumi,M,1988-12-24
245112,1955-11-27,Val,Naudin,M,1987-09-10
245114,1952-02-16,Matt,Demeyer,M,1985-05-23
245132,1952-05-14,Gaetan,Hiroyama,M,1987-02-26
245180,1953-10-30,Zorica,Hoppenstand,F,1987-04-11
245182,1952-12-05,Arup,Perfilyeva,F,1986-05-02
245186,1954-05-13,Marlo,Trelles,F,1985-03-07
245196,1954-09-14,Randi,Chartres,F,1988-09-06
245202,1952-12-23,Toshimori,Munro,M,1987-02-21
245203,1952-04-18,Kenroku,Hiroyama,F,1987-01-10
245252,1954-10-19,Phuoc,Brizzi,M,1985-06-08
245257,1955-12-16,Bernardo,Schiper,F,1985-05-20
245258,1955-10-10,Arra,Erol,M,1985-04-15
245264,1953-10-14,Make,Streng,M,1988-11-26
245268,1953-12-19,Billie,Caine,M,1986-08-06
245273,1954-02-15,Tianruo,Encarnacion,M,1987-01-09
245282,1954-08-31,Tokuyasu,Szemeredi,F,1988-06-05
245284,1953-08-14,Elliott,Maliniak,F,1987-03-06
245290,1954-10-04,Guther,Hofmeyr,F,1986-10-13
245291,1954-03-24,Sachem,Srimani,M,1988-01-29
245293,1953-06-09,Heping,Segond,F,1988-04-27
245306,1953-02-02,Huai,Yoshimura,F,1986-08-06
245313,1953-10-19,Kwangjo,Crouzet,F,1986-01-16
245320,1953-08-19,Yishay,Hanabata,M,1985-05-02
245338,1952-05-13,Faiza,Piazza,M,1985-09-18
245349,1952-08-21,Xiaocheng,Falck,M,1987-01-02
245350,1955-10-29,Tadanori,Greibach,M,1986-12-15
245352,1953-08-05,Randi,Mattern,F,1986-05-08
245362,1952-08-25,Owen,Klassen,M,1988-05-09
245363,1955-12-04,Ewing,Pollock,F,1985-08-07
245366,1953-12-03,Sachar,Rodier,M,1985-07-08
245373,1955-08-10,Sivanarayana,Spell,M,1987-09-19
245381,1952-11-18,Krister,Cromarty,F,1988-12-09
245385,1954-11-02,Arvind,Michaeli,M,1988-09-27
245398,1955-01-22,Kazuhisa,Berstel,M,1985-09-22
245415,1953-06-17,Kasidit,Leuchs,M,1985-11-18
245425,1953-12-01,Licheng,Schieder,M,1985-09-13
245430,1953-02-02,Roselyn,Granlund,M,1985-06-14
245434,1952-12-28,Narain,Gulla,F,1985-07-14
245444,1954-11-19,Moie,Mattern,M,1985-08-28
245463,1953-06-20,Chenye,Rajcani,M,1986-07-15
245474,1952-07-15,Brewster,Matheson,M,1988-01-01
245491,1952-11-04,Tzu,Krychniak,F,1987-07-10
245493,1954-08-22,Mechthild,Kirkerud,F,1988-06-13
245503,1953-11-29,Lakshmi,Narahara,F,1988-06-13
245517,1955-06-16,Keiichiro,Koshiba,M,1985-10-03
245527,1954-04-02,Falguni,Nourani,M,1985-03-27
245528,1955-07-05,Kristinn,Baumann,F,1985-07-24
245530,1955-08-04,Mayuko,Poulakidas,M,1987-08-25
245535,1955-05-24,Xinan,Reeken,M,1985-09-17
245537,1952-04-22,Uri,Broomell,F,1985-02-11
245540,1954-08-07,Oscal,Bresenham,M,1986-05-22
245561,1954-02-13,Peternela,Bottner,F,1988-10-22
245565,1955-11-13,Basant,Yeung,F,1986-03-29
245567,1955-07-17,Khaled,Anguita,M,1987-09-09
245580,1954-12-15,Mohamadou,Kossowski,F,1985-05-01
245585,1952-04-16,Shrikanth,Bellmore,F,1985-10-28
245590,1955-03-25,Doowon,Honglei,F,1988-04-03
245593,1952-11-04,Shigeu,Perez,F,1986-09-09
245598,1953-04-07,Takanari,Remmers,F,1987-06-22
245611,1953-08-10,Arup,Randi,F,1985-07-02
245622,1954-10-19,Sergi,Pellegrinelli,F,1985-05-23
245634,1955-01-10,Berry,Hatcliff,M,1986-03-07
245642,1954-02-11,Kiyokazu,Sommer,M,1987-10-13
245645,1954-10-13,Guttorm,Decaestecker,F,1985-05-27
245653,1952-08-13,Padma,Brlek,F,1986-06-15
245688,1954-07-29,Mrinalini,Ambroszkiewicz,F,1985-12-10
245717,1952-06-16,Chinya,Nergos,M,1985-04-07
245719,1954-06-16,Ayonca,Lowrie,M,1985-02-23
245740,1955-11-15,Arun,Pelz,M,1988-01-14
245742,1953-07-18,Ohad,Lampe,M,1985-06-05
245756,1954-03-01,Munenori,Nitto,M,1988-12-29
245771,1954-09-12,Fox,Murtafg,M,1988-05-31
245777,1953-09-30,Randi,Bultermann,M,1987-04-30
245790,1955-09-19,Yongmao,Alblas,F,1985-12-26
245815,1952-02-08,Sahrah,Swick,M,1988-10-28
245829,1953-02-21,Valter,McConalogue,F,1987-04-14
245833,1953-12-03,Francesca,Fontan,M,1987-01-19
245835,1953-04-23,Peternela,Back,M,1986-05-05
245837,1955-02-18,Poorav,Kermarrec,F,1988-06-11
245840,1953-05-02,Shan,Beznosov,M,1985-06-19
245880,1953-12-13,Valdiodio,Giveon,M,1985-12-13
245886,1955-07-27,Frederique,Herath,F,1987-02-14
245889,1953-12-23,Mohamadou,Cappelli,M,1987-04-27
245902,1953-06-06,Mizuhito,Rajaraman,M,1988-12-18
245914,1954-02-12,Shim,Swick,F,1986-08-19
245920,1955-12-26,Baoqiu,Nishimukai,F,1986-11-29
245927,1954-08-02,Udo,Orlowski,F,1985-09-28
245953,1955-04-20,Xiaoqiang,Azuma,F,1986-08-23
245969,1955-11-21,Akhilish,Kushner,F,1988-09-27
245986,1953-07-22,Reinhard,Gargeya,F,1986-08-05
245997,1955-01-02,Zhongwei,Rusterholz,F,1988-07-19
245998,1952-08-24,Suvo,Deville,F,1986-11-25
246005,1953-06-11,Marke,Hanratty,M,1987-04-15
246012,1953-01-14,Moie,Rusmann,M,1986-03-28
246038,1954-06-02,Herbert,Pettit,M,1986-08-01
246039,1952-07-31,Weicheng,Osgood,M,1986-07-11
246041,1952-03-27,Maria,Bahl,F,1985-03-03
246050,1953-04-03,Douadi,Valiente,M,1987-08-27
246061,1954-10-07,Jaana,Ramsey,M,1988-05-10
246062,1955-09-30,Divier,Codenie,F,1985-04-22
246071,1954-01-16,Ortrud,Ramras,F,1985-12-05
246073,1952-11-10,Karoline,Pietrzykowski,M,1987-07-29
246077,1953-12-30,Berni,Fordan,F,1988-04-16
246089,1952-12-07,Hironobu,Otillio,M,1986-03-25
246093,1952-08-26,Munehiko,Conti,F,1987-04-08
246100,1952-08-30,Barry,Weedman,F,1987-09-06
246101,1955-04-05,Karoline,Sherertz,M,1987-03-23
246103,1955-02-16,Muneo,Chinal,F,1986-03-11
246114,1952-07-23,Oscar,Kabayashi,M,1986-03-26
246134,1952-05-16,Nobuyoshi,Belinskaya,M,1987-05-10
246140,1954-06-18,Duangkaew,Zschoche,M,1987-02-18
246149,1955-10-31,Guangming,Fargier,M,1987-07-01
246155,1955-03-12,Phillip,Peak,M,1986-10-03
246157,1952-04-25,Saddek,Ohori,M,1985-03-09
246160,1953-11-08,Bilhanan,McFarlin,M,1988-09-13
246165,1952-10-23,Hironobu,Spinelli,F,1987-02-23
246170,1953-09-28,Shugo,Zirintsis,M,1985-02-27
246182,1953-11-12,Jahangir,Heydon,F,1987-03-03
246198,1952-12-22,Aruna,Spataro,M,1987-12-18
246207,1955-08-03,Sumali,Piazza,M,1985-06-19
246215,1952-07-04,Seshu,Anger,F,1986-07-01
246224,1955-06-15,Kenton,Griswold,F,1985-04-12
246225,1952-08-25,Reuven,Birjandi,M,1986-07-25
246236,1952-05-30,Muzhong,Sudkamp,F,1988-11-10
246240,1954-10-23,Gian,Polajnar,M,1986-05-18
246249,1955-06-07,Jamaludin,Remmele,F,1986-06-14
246253,1953-09-07,Neven,Jansen,F,1988-05-07
246273,1952-11-22,Uwe,Poulakidas,M,1986-03-05
246289,1954-12-01,Owen,Polupanov,F,1987-09-05
246295,1952-02-06,Kwangyoen,Asmuth,F,1985-09-08
246320,1955-01-17,Michaela,Bage,F,1985-11-10
246322,1953-08-19,Kazuhito,Staudhammer,M,1988-04-14
246356,1955-04-01,Koldo,Pagter,M,1988-03-23
246381,1953-01-12,Feiyu,Peha,M,1987-03-06
246383,1953-08-03,Mart,Radivojevic,M,1988-04-21
246392,1955-07-14,Toshimo,Tyugu,M,1987-05-20
246395,1952-09-22,Vasilii,Schwabacher,M,1985-04-25
246428,1953-07-01,Kwangjo,Velasco,M,1986-03-31
246435,1952-05-23,Becky,Merkl,F,1986-10-28
246437,1953-06-04,Michaela,Badache,M,1988-12-02
246446,1954-03-23,Arlette,Molenkamp,F,1986-06-03
246467,1952-07-25,Adel,Nations,M,1985-09-20
246482,1954-11-01,Tsutomu,Journel,M,1988-08-14
246490,1954-06-25,Ohad,Farris,M,1985-06-16
246498,1954-02-17,Matt,Herber,F,1988-11-16
246505,1955-01-07,Hugo,Byoun,F,1987-11-22
246510,1955-04-06,Chinho,Zedlitz,M,1985-10-26
246511,1955-06-30,Kokou,Pelz,M,1987-11-30
246513,1955-08-10,Magy,Parhami,M,1987-04-29
246522,1952-02-04,Toshimi,Ramras,F,1986-01-31
246545,1954-07-16,Honesty,Benantar,M,1987-10-08
246549,1954-04-08,Kwok,Picel,M,1987-09-09
246556,1952-11-09,Hairong,Axelband,M,1985-12-12
246559,1955-06-15,Gian,Rissanen,M,1988-02-29
246566,1954-10-23,Heekeun,Eickenmeyer,M,1988-02-14
246568,1953-06-13,Tianruo,Dymetman,M,1987-05-08
246571,1954-05-26,Kristof,Leuchs,F,1987-08-25
246590,1955-08-21,Vesna,Panwar,F,1988-11-20
246600,1955-11-11,Visit,Chachaty,F,1986-07-20
246622,1954-12-19,Shigeu,Valette,F,1986-05-06
246630,1954-10-07,Adib,Markovitch,M,1985-06-08
246639,1955-02-24,Sergi,Schiettecatte,M,1986-01-04
246647,1952-03-28,Poorav,Cochrane,M,1985-02-09
246651,1954-01-05,Mohammed,Heemskerk,M,1986-12-16
246658,1955-06-28,Hatim,Nitsche,M,1985-06-21
246677,1952-10-02,Marlo,Stellhorn,F,1987-12-05
246692,1953-05-15,Lansing,Conti,F,1987-10-03
246700,1954-02-13,Bodh,Cools,M,1987-01-18
246709,1952-08-02,Pohua,Sundgren,M,1985-08-22
246717,1954-06-20,Sham,Benzmuller,M,1986-02-20
246720,1953-04-12,Sreekrishna,Quaggetto,F,1985-08-11
246722,1954-08-07,Jouni,Heemskerk,M,1985-10-01
246739,1953-02-17,Takahito,Llado,F,1986-05-02
246743,1953-06-27,Zhonghua,Bridgland,M,1985-03-21
246756,1955-01-03,Suvo,Schwartzburd,F,1988-05-18
246765,1954-03-31,Oguz,Osgood,M,1988-04-08
246775,1955-07-04,Jixiang,Kamber,M,1988-08-31
246782,1954-02-13,Torsten,Hettesheimer,M,1986-02-10
246783,1955-05-29,Sariel,Garigliano,M,1987-07-14
246794,1954-12-31,Marlo,Rebaine,M,1986-10-29
246812,1952-04-28,Goa,Jonsson,M,1986-06-02
246817,1952-02-19,Taegyun,Czaja,M,1986-12-11
246834,1955-07-05,Gladys,Dusink,M,1986-04-23
246839,1955-05-05,Zhanqiu,Yoshimura,M,1987-07-24
246851,1954-05-25,Isamu,Farris,M,1987-06-21
246854,1953-05-27,Roddy,Gips,M,1987-06-11
246858,1954-03-14,Dannz,Swist,M,1986-06-18
246866,1953-06-30,Huican,Carrera,M,1988-12-20
246873,1953-09-01,Shaz,Vilarrasa,F,1986-11-06
246881,1953-10-24,Atreyi,Karcich,M,1985-04-10
246901,1955-09-11,Khue,Heinisuo,F,1988-05-24
246904,1953-05-10,Carrsten,Armand,M,1988-05-28
246915,1953-04-27,Masamitsu,Pollock,F,1985-07-23
246919,1953-06-02,Menkae,Perin,F,1988-05-13
246930,1952-06-27,Kitty,Anguita,F,1986-06-14
246947,1952-02-24,Arvind,Montemayor,M,1986-10-25
246957,1955-12-06,Juichirou,Gini,F,1986-12-05
246959,1952-03-06,Tomoyuki,Lindenbaum,F,1987-01-17
246979,1953-11-25,Youjian,Wuwongse,F,1988-06-05
246984,1952-04-02,Taizo,Fraisse,M,1987-04-27
246997,1955-11-02,Jaewon,Aloia,M,1985-06-15
247055,1955-06-07,Fan,Peris,F,1986-04-18
247056,1953-08-24,Syozo,Figueira,M,1987-12-31
247060,1954-02-02,Pranay,Bamford,F,1986-01-03
247065,1952-04-09,Shakhar,Zedlitz,M,1986-01-08
247084,1953-09-25,Collette,Yurek,M,1986-11-28
247086,1952-03-10,Boaz,Mundy,F,1985-03-21
247104,1954-07-03,Jinya,Schnelling,F,1985-09-20
247116,1955-05-01,Adil,Lambe,F,1986-02-01
247118,1954-03-31,Khaled,Panwar,F,1986-07-06
247135,1952-12-28,Yaghout,Bage,M,1988-05-25
247168,1955-06-23,Taisook,Barriga,M,1988-03-18
247170,1953-09-21,Wonhee,Lanteri,F,1986-05-21
247185,1953-01-01,Yishai,Stifter,M,1985-08-15
247198,1952-11-03,Conrado,Zultner,M,1987-04-22
247206,1952-11-29,Jordanka,Ishibashi,M,1985-12-24
247210,1955-07-26,Guoxiang,Kuzuoka,M,1987-03-26
247216,1952-07-11,Georg,Bazzichi,M,1988-09-22
247220,1952-11-16,Aimee,Miyakawa,F,1986-04-05
247232,1953-02-12,Mariangiola,Mandelberg,F,1986-02-08
247256,1954-02-13,Patricio,Reutenauer,M,1987-02-24
247284,1954-07-10,Gina,Otillio,M,1988-07-12
247299,1955-12-18,Yinlin,Whitcomb,F,1987-07-15
247306,1953-11-26,Berry,Rosaz,F,1986-11-24
247311,1954-06-14,Pranay,Bolsens,F,1985-03-20
247315,1955-07-20,Fei,Lorho,M,1988-08-06
247318,1953-10-20,Sarita,Baek,M,1986-12-19
247323,1954-03-29,Shaz,Godskesen,M,1987-07-05
247332,1953-01-10,Hugo,Gerlach,M,1988-07-28
247335,1953-01-11,Dante,Bottner,M,1988-05-14
247338,1954-06-03,Giri,Pardalos,M,1987-06-05
247377,1953-08-13,Yurij,Bondorf,M,1988-03-30
247400,1952-08-11,Huei,Chappelet,M,1985-04-22
247401,1953-09-21,Sudharsan,Iivonen,M,1987-07-22
247408,1954-10-08,Aamod,Perez,F,1987-11-06
247410,1955-03-07,Arif,Spataro,M,1985-08-11
247411,1955-04-04,Anyuan,Hedayat,M,1985-02-14
247412,1954-03-05,Jaihie,Brodie,F,1986-09-01
247427,1952-04-01,Uinam,Schaaf,F,1987-07-28
247442,1952-08-09,Mantis,Fordan,M,1988-04-20
247449,1952-03-19,Anneli,Percebois,M,1986-11-19
247453,1955-10-29,Khoa,Flasterstein,M,1988-07-26
247458,1953-04-02,Minghong,Monkewich,M,1985-08-04
247472,1952-05-05,Mayuko,Rossi,M,1985-02-15
247477,1952-08-24,Alenka,Kropp,M,1988-03-07
247485,1955-04-02,Mrinalini,Luby,F,1987-04-05
247502,1953-05-14,Yinlin,Iivonen,M,1985-08-10
247518,1955-04-12,Yefim,Siprelle,F,1986-05-16
247537,1954-11-14,Muzhong,Eldridge,M,1988-01-28
247538,1953-09-24,Fatemeh,Verspoor,F,1988-08-13
247540,1955-08-26,Parviz,Murthy,F,1985-08-27
247559,1953-09-06,Yechezkel,Szilard,M,1985-04-22
247577,1952-04-26,Yuqun,Pileggi,M,1987-12-01
247590,1955-09-16,Venkatesan,Chinen,F,1987-07-12
247594,1952-09-10,Paraskevi,Showalter,M,1986-02-17
247634,1955-02-13,Shiv,Axelband,F,1987-01-28
247645,1955-05-29,Feiyu,Sundgren,M,1988-07-30
247667,1953-08-18,Pranjal,Egerstedt,F,1986-09-06
247677,1953-03-18,Weidon,Kavvadias,M,1985-03-06
247678,1953-07-03,Vugranam,Khalid,M,1985-08-11
247681,1955-10-22,Alejandra,Muniz,F,1986-08-21
247689,1954-12-18,Gennadi,Fadgyas,F,1985-08-28
247702,1955-04-14,Elzbieta,Vidal,M,1988-04-08
247706,1953-01-05,Goa,Sethi,M,1985-04-05
247714,1955-12-27,Vivian,Swist,M,1988-02-21
247715,1955-06-04,Harjit,Scharstein,M,1988-04-18
247722,1953-02-07,Roselyn,Molenkamp,M,1987-01-16
247729,1952-10-07,Filipp,Morris,F,1986-12-04
247731,1955-06-30,Khatoun,Kopetz,M,1986-08-23
247761,1955-11-17,Kazunori,Bresenham,F,1986-01-24
247763,1954-03-08,Remzi,Cincotta,M,1988-03-03
247769,1954-12-24,Vugranam,Melton,F,1988-11-14
247774,1952-10-22,Pranay,Jeansoulin,M,1985-02-06
247777,1952-08-08,Shen,Herath,M,1987-06-24
247784,1953-05-18,Ortrud,Kaelbling,F,1986-09-19
247790,1953-03-20,Goo,Apsitis,M,1988-11-15
247807,1953-07-27,Aemilian,Azumi,F,1985-12-28
247808,1953-05-22,Sadun,Mitina,F,1988-02-24
247817,1953-01-20,Chaoyi,Morrow,M,1985-05-05
247826,1954-03-29,Xiaoheng,Kopetz,M,1986-09-16
247827,1954-11-24,Arif,Lund,M,1988-06-15
247855,1955-11-07,Shao,Yamaashi,M,1987-03-08
247858,1954-07-30,Conor,Fritzsche,M,1988-08-12
247860,1954-08-14,Inderjeet,Ruther,M,1988-01-24
247863,1952-05-18,Pranav,Bugaenko,M,1985-05-18
247872,1952-10-30,Ger,Imataki,F,1986-02-08
247876,1952-11-24,Felicidad,Beetstra,M,1988-10-02
247877,1955-12-09,Amabile,Jarecki,F,1987-11-21
247878,1955-11-22,Doohun,Peha,F,1987-09-09
247880,1954-05-15,Saniya,Oxenboll,M,1988-08-24
247887,1952-05-04,Ashish,Preusig,M,1987-04-07
247898,1955-09-26,Karoline,Krohn,F,1988-11-24
247900,1955-02-24,Tuval,Denis,M,1985-12-14
247910,1954-03-31,Mohan,Merli,F,1986-03-28
247919,1954-02-02,Volkmar,Piveteau,F,1985-02-26
247920,1953-09-21,Shunichi,Miculan,M,1985-04-04
247942,1955-09-04,Marjo,Merle,M,1988-11-07
247959,1953-05-26,Moni,Piancastelli,F,1986-08-27
247963,1955-06-08,Charlene,Back,F,1987-02-22
247967,1953-01-18,Denny,Varker,F,1987-05-15
247968,1953-05-29,Pintsang,Zweizig,M,1988-10-04
247971,1953-12-26,Berni,Zweizig,M,1985-10-31
247973,1952-11-26,Xuejun,Simmel,F,1985-02-02
247984,1954-10-10,Gaetan,Srimani,F,1985-10-18
248000,1954-12-03,Turgut,Thorensen,M,1986-04-22
248012,1953-05-01,Shirish,Menhoudj,F,1986-05-01
248019,1952-03-08,Adel,McDermid,M,1988-06-28
248023,1954-01-04,Sverrir,Badache,M,1986-04-09
248035,1954-01-19,Chikako,Maraist,F,1986-05-21
248038,1954-08-09,Golgen,Stellhorn,M,1985-02-10
248049,1954-03-05,Lunjin,Henseler,M,1988-07-04
248050,1954-01-24,Conrado,Simmen,F,1985-10-10
248056,1955-04-03,Suzette,Kroha,M,1985-04-05
248063,1954-01-29,Lidong,Genther,M,1986-11-17
248066,1953-04-24,JiYoung,Hebden,F,1986-11-23
248083,1955-11-28,Zdislav,Wielonsky,F,1986-02-22
248084,1952-11-09,Noritoshi,Renear,M,1985-11-28
248085,1953-02-23,Emdad,Marciano,F,1988-03-31
248087,1952-03-28,Christoph,Engelmann,F,1988-09-17
248092,1954-02-15,Macha,Marzano,F,1987-11-11
248130,1953-06-07,Jacqueline,Bahr,F,1987-08-27
248134,1954-01-18,Fayez,Bernardeschi,M,1985-07-07
248172,1955-06-24,Alassane,Couchot,M,1985-05-18
248219,1955-08-05,Parviz,Levasseur,M,1987-04-23
248224,1952-05-21,Baruch,Ranta,M,1985-12-16
248227,1954-08-12,Zhiguo,Spell,F,1988-03-07
248232,1953-09-26,Hinrich,Rodiger,F,1988-06-04
248233,1953-06-18,Annemarie,Dayana,M,1986-02-15
248259,1952-11-28,Tze,Serre,M,1985-05-12
248264,1952-03-08,Niteen,Ligten,M,1986-11-08
248277,1954-02-26,Yinlin,Boyle,M,1986-09-03
248292,1954-07-01,Arunas,Bugrara,M,1986-01-09
248295,1955-10-07,Francesca,Rathonyi,F,1986-01-04
248303,1955-01-27,Subir,Hambrick,M,1987-02-03
248304,1952-05-24,Xiaoshan,Krohn,M,1985-03-10
248310,1952-10-13,Christophe,Ratnakar,M,1988-10-13
248320,1953-08-28,Phuoc,Rehfuss,M,1986-12-27
248324,1954-10-08,Rimli,Minakawa,M,1987-11-13
248327,1953-03-08,Xuejia,Siprelle,M,1988-09-19
248335,1953-01-27,Gaetan,Tibblin,M,1985-09-21
